,Position,Track Name,Artist,Streams,URL,date
70,71,Unforgettable,Thomas Rhett,2327173,https://open.spotify.com/track/0ZiRSqlSsDlY0UyDYU9CTE,2017-09-03
71,72,Slide (feat. Frank Ocean & Migos),Calvin Harris,2318300,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-09-03
72,73,Questions,Chris Brown,2245378,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu,2017-09-03
73,74,Save Me,XXXTENTACION,2220374,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl,2017-09-03
74,75,Relationship (feat. Future),Young Thug,2183401,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2017-09-03
75,76,Signs,Drake,2180348,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO,2017-09-03
76,77,do re mi (feat. Gucci Mane),blackbear,2165317,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG,2017-09-03
77,78,Passionfruit,Drake,2164614,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-09-03
78,79,More Than You Know,Axwell /\ Ingrosso,2155576,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,2017-09-03
79,80,No Complaints,Metro Boomin,2147612,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod,2017-09-03
80,81,Bad and Boujee (feat. Lil Uzi Vert),Migos,2107810,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-09-03
81,82,Stay (with Alessia Cara),Zedd,2087479,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-09-03
82,83,Look At Me!,XXXTENTACION,2083402,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw,2017-09-03
83,84,Rich Love (with Seeb),OneRepublic,2079739,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD,2017-09-03
84,85,Bounce Back,Big Sean,2058762,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-09-03
85,86,Tunnel Vision,Kodak Black,2041957,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2017-09-03
86,87,Without You (feat. Sandro Cavazza),Avicii,2037968,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,2017-09-03
87,88,Transportin',Kodak Black,2011406,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2017-09-03
88,89,Say You Won't Let Go,James Arthur,2000409,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-09-03
89,90,T-Shirt,Migos,1994502,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2017-09-03
90,91,Something Just Like This,The Chainsmokers,1940139,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-09-03
91,92,The Weekend,SZA,1928552,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,2017-09-03
92,93,Dark Queen,Lil Uzi Vert,1916527,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ,2017-09-03
93,94,What Ifs,Kane Brown,1909766,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,2017-09-03
94,95,do re mi,blackbear,1899668,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,2017-09-03
95,96,Small Town Boy,Dustin Lynch,1875437,https://open.spotify.com/track/76lgcpdPtw5hHu3A6LuGZe,2017-09-03
96,97,4 AM,2 Chainz,1864342,https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb,2017-09-03
97,98,Mama,Jonas Blue,1855636,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-09-03
98,99,Closer,The Chainsmokers,1852615,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-09-03
99,100,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,1847689,https://open.spotify.com/track/1MJErNPIQUoEMu4YUUmecm,2017-09-03
100,101,Now Or Never,Halsey,1847114,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,2017-09-03
101,102,If I'm Lucky,Jason Derulo,1839946,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh,2017-09-03
102,103,Broccoli (feat. Lil Yachty),DRAM,1831066,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-09-03
103,104,Issues,Julia Michaels,1819279,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k,2017-09-03
104,105,UnFazed (feat. The Weeknd),Lil Uzi Vert,1808667,https://open.spotify.com/track/5O8x1YlmLQopQHErxtDfi9,2017-09-03
105,106,Orlando,XXXTENTACION,1805969,https://open.spotify.com/track/05bnEv2dpFzmGVLGdjD9UP,2017-09-03
106,107,Everybody,Logic,1785971,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,2017-09-03
107,108,Go Flex,Post Malone,1780035,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2017-09-03
108,109,First Day Out,Tee Grizzley,1760663,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,2017-09-03
109,110,Starboy,The Weeknd,1739702,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-09-03
110,111,Despacito (Featuring Daddy Yankee),Luis Fonsi,1733833,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-09-03
111,112,Ex Calling,6LACK,1731926,https://open.spotify.com/track/2RwmsAOxtiRezQPmvyejb8,2017-09-03
112,113,wokeuplikethis*,Playboi Carti,1726556,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,2017-09-03
113,114,Portland,Drake,1716863,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,2017-09-03
114,115,Candy Paint,Post Malone,1713640,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N,2017-09-03
115,116,Swang,Rae Sremmurd,1712372,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2017-09-03
116,117,Dead Inside (Interlude),XXXTENTACION,1708015,https://open.spotify.com/track/2vQwlW8H1jFveGNXwZfJCV,2017-09-03
117,118,Money Longer,Lil Uzi Vert,1703226,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2017-09-03
118,119,Fake Love,Drake,1702613,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-09-03
119,120,Your Song,Rita Ora,1699344,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,2017-09-03
120,121,Down,Fifth Harmony,1682069,https://open.spotify.com/track/20H2Hd5AkUcRjB4yL3UQtJ,2017-09-03
121,122,No Promises (feat. Demi Lovato),Cheat Codes,1680868,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-09-03
122,123,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1678681,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-09-03
123,124,Rollin (feat. Future & Khalid),Calvin Harris,1677273,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,2017-09-03
124,125,Caroline,Aminé,1661510,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,2017-09-03
125,126,Most Girls,Hailee Steinfeld,1660230,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,2017-09-03
126,127,Sky Walker (feat. Travis Scott),Miguel,1650411,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL,2017-09-03
127,128,beibs in the trap,Travis Scott,1640270,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,2017-09-03
128,129,Saved,Khalid,1632183,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,2017-09-03
129,130,White Iverson,Post Malone,1624794,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2017-09-03
130,131,8TEEN,Khalid,1622436,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5,2017-09-03
131,132,It Ain't Me (with Selena Gomez),Kygo,1611570,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-09-03
132,133,For Real,Lil Uzi Vert,1608988,https://open.spotify.com/track/3tcoEYOZUHKB3RKNByIN13,2017-09-03
133,134,Two®,Lil Uzi Vert,1603026,https://open.spotify.com/track/65kp3OFn7JXbCvkm3m2Ui2,2017-09-03
134,135,Felices los 4,Maluma,1600488,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-09-03
135,136,ELEMENT.,Kendrick Lamar,1598028,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,2017-09-03
136,137,Everyday We Lit (feat. PnB Rock),YFN Lucci,1590776,https://open.spotify.com/track/4PzovBqgnSHKd8opsP7IVM,2017-09-03
137,138,Marmalade (feat. Lil Yachty),Macklemore,1590137,https://open.spotify.com/track/0RYXEibxMami3QuT8kn4Iz,2017-09-03
138,139,Hurricane,Luke Combs,1558376,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1,2017-09-03
139,140,X (feat. Future),21 Savage,1553529,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017-09-03
140,141,Losin Control,Russ,1549737,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2017-09-03
141,142,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1541531,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-09-03
142,143,Bad Liar,Selena Gomez,1539886,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,2017-09-03
143,144,pick up the phone,Young Thug,1521316,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,2017-09-03
144,145,Why,Sabrina Carpenter,1509797,https://open.spotify.com/track/2jYmK1cb3Uya6FFsocdpzO,2017-09-03
145,146,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1501980,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2017-09-03
146,147,No Role Modelz,J. Cole,1501742,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2017-09-03
147,148,No Sleep Leak,Lil Uzi Vert,1496375,https://open.spotify.com/track/0QV16pno66L6K3fn4W13b7,2017-09-03
148,149,Plain Jane,A$AP Ferg,1481779,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2017-09-03
149,150,Love Scars,Trippie Redd,1478508,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,2017-09-03
150,151,Heartache On The Dance Floor,Jon Pardi,1461541,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD,2017-09-03
151,152,One Dance,Drake,1453014,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-09-03
152,153,PRBLMS,6LACK,1450624,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO,2017-09-03
153,154,Myself,NAV,1449120,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,2017-09-03
154,155,Feelings Mutual,Lil Uzi Vert,1446113,https://open.spotify.com/track/5Y3Tj0wJhKAaPbwWxXxZGS,2017-09-03
155,156,RAF,A$AP Mob,1445297,https://open.spotify.com/track/4pdgV8qr9Oytcv6thCdiIZ,2017-09-03
156,157,Provider,Frank Ocean,1431099,https://open.spotify.com/track/6R6ihJhRbgu7JxJKIbW57w,2017-09-03
157,158,You Was Right,Lil Uzi Vert,1428245,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,2017-09-03
158,159,Get Low (with Liam Payne),Zedd,1416691,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY,2017-09-03
159,160,Gucci Gang,Lil Pump,1415189,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4,2017-09-03
160,161,Audi.,Smokepurpp,1406142,https://open.spotify.com/track/56kXYt4KRoUq3rzkPdjquB,2017-09-03
161,162,Super Far,LANY,1394685,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-09-03
162,163,Ayala (Outro),XXXTENTACION,1392539,https://open.spotify.com/track/5xbrhx2tMMcN68IT3cJbhS,2017-09-03
163,164,What They Want,Russ,1385944,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,2017-09-03
164,165,Reggaetón Lento (Remix),CNCO,1382546,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE,2017-09-03
165,166,Rolex,Ayo & Teo,1379102,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,2017-09-03
166,167,Craving You,Thomas Rhett,1371984,https://open.spotify.com/track/6zLdXcmvIxnAXpz9sXFnIE,2017-09-03
167,168,Gyalchester,Drake,1371115,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,2017-09-03
168,169,Escápate Conmigo,Wisin,1370652,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-03
169,170,Neighbors,J. Cole,1368789,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,2017-09-03
170,171,No Such Thing as a Broken Heart,Old Dominion,1367063,https://open.spotify.com/track/0OlS52TmtK2gPaEtdmr7DN,2017-09-03
171,172,Me Rehúso,Danny Ocean,1352903,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-03
172,173,Patty Cake,Kodak Black,1349114,https://open.spotify.com/track/0bXFIF7iL17TYLyx8JHziM,2017-09-03
173,174,When It Rains It Pours,Luke Combs,1346563,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,2017-09-03
174,175,Malibu,Miley Cyrus,1337855,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,2017-09-03
175,176,In Case You Didn't Know,Brett Young,1334634,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,2017-09-03
176,177,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1332985,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,2017-09-03
177,178,Boss,Lil Pump,1322546,https://open.spotify.com/track/4CHp6dRZTeFAu4bSOxfH7Y,2017-09-03
178,179,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1313566,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR,2017-09-03
179,180,Tu Sabes Que Te Quiero,Chucho Flash,1298147,https://open.spotify.com/track/2Es3LsoQwFJNfpQYRWxfS9,2017-09-03
180,181,I Feel It Coming,The Weeknd,1287512,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-09-03
181,182,Numb,21 Savage,1285996,https://open.spotify.com/track/0G149jkGWKwrPXUGkEDgWM,2017-09-03
182,183,Tone it Down (feat. Chris Brown),Gucci Mane,1280242,https://open.spotify.com/track/0iTCmKvuU1ReULiQB0rI7n,2017-09-03
183,184,Reminder,The Weeknd,1262495,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,2017-09-03
184,185,Don't,Bryson Tiller,1250811,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2017-09-03
185,186,Pretty Mami,Lil Uzi Vert,1249426,https://open.spotify.com/track/14nAQy3fHVzDb7LKxpS7Ld,2017-09-03
186,187,D Rose,Lil Pump,1243813,https://open.spotify.com/track/3CbZJbqh43varroTwUlwSB,2017-09-03
187,188,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1227449,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH,2017-09-03
188,189,There for You,Martin Garrix,1225935,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-09-03
189,190,Starving,Hailee Steinfeld,1222388,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo,2017-09-03
190,191,From The D To The A (feat. Lil Yachty),Tee Grizzley,1220187,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,2017-09-03
191,192,Flex Like Ouu,Lil Pump,1214802,https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD,2017-09-03
192,193,'Till I Collapse,Eminem,1212162,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2017-09-03
193,194,Low Life,Future,1208654,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2017-09-03
194,195,Some Way,NAV,1203129,https://open.spotify.com/track/7zxRMhXxJMQCeDDg0rKAVo,2017-09-03
195,196,The Night We Met,Lord Huron,1201410,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2017-09-03
196,197,No Flockin,Kodak Black,1199156,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4,2017-09-03
197,198,Exchange,Bryson Tiller,1194485,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2017-09-03
198,199,24K Magic,Bruno Mars,1191248,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-09-03
199,200,American Teen,Khalid,1184044,https://open.spotify.com/track/312WNtMs3F28cUukaPY9bo,2017-09-03
0,1,1-800-273-8255,Logic,10649945,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2017-09-10
1,2,Too Good At Goodbyes - Edit,Sam Smith,9458907,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,2017-09-10
2,3,Bank Account,21 Savage,8244903,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,2017-09-10
3,4,Bodak Yellow,Cardi B,8096384,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2017-09-10
4,5,Jocelyn Flores,XXXTENTACION,7768682,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2017-09-10
5,6,Look What You Made Me Do,Taylor Swift,7703569,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,2017-09-10
6,7,XO TOUR Llif3,Lil Uzi Vert,7170658,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2017-09-10
7,8,Young Dumb & Broke,Khalid,6837566,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-09-10
8,9,Unforgettable,French Montana,6455228,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-09-10
9,10,...Ready For It?,Taylor Swift,6365354,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM,2017-09-10
10,11,Silence,Marshmello,6247859,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-09-10
11,12,Sorry Not Sorry,Demi Lovato,6069969,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,2017-09-10
12,13,Fuck Love (feat. Trippie Redd),XXXTENTACION,5860968,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2017-09-10
13,14,HUMBLE.,Kendrick Lamar,5647471,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-09-10
14,15,Dusk Till Dawn - Radio Edit,ZAYN,5330364,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-09-10
15,16,Havana,Camila Cabello,5200177,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-09-10
16,17,BUTTERFLY EFFECT,Travis Scott,5161063,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,2017-09-10
17,18,Mi Gente,J Balvin,5140607,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-10
18,19,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,5003212,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2017-09-10
19,20,What Lovers Do (feat. SZA),Maroon 5,4772038,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt,2017-09-10
20,21,Congratulations,Post Malone,4668299,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-09-10
21,22,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,4592900,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2017-09-10
22,23,Friends (with BloodPop®),Justin Bieber,4489388,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2017-09-10
23,24,I Get The Bag (feat. Migos),Gucci Mane,4377067,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja,2017-09-10
24,25,Feel It Still,Portugal. The Man,4330578,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2017-09-10
25,26,Location,Khalid,4330047,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-09-10
26,27,Strip That Down,Liam Payne,4260714,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-09-10
27,28,New Rules,Dua Lipa,4244544,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-09-10
28,29,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,4228354,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-09-10
29,30,Love Galore (feat. Travis Scott),SZA,4188573,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,2017-09-10
30,31,Rake It Up,Yo Gotti,4114346,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH,2017-09-10
31,32,Roll In Peace (feat. XXXTENTACION),Kodak Black,3978398,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2017-09-10
32,33,Despacito - Remix,Luis Fonsi,3974823,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-09-10
33,34,goosebumps,Travis Scott,3926192,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-09-10
34,35,Attention,Charlie Puth,3846380,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-09-10
35,36,Magnolia,Playboi Carti,3772931,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2017-09-10
36,37,Everybody Dies In Their Nightmares,XXXTENTACION,3710536,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2017-09-10
37,38,Unforgettable,Thomas Rhett,3650250,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,2017-09-10
38,39,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,3608559,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-09-10
39,40,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,3599436,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-09-10
40,41,Glorious (feat. Skylar Grey),Macklemore,3482322,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR,2017-09-10
41,42,Thunder,Imagine Dragons,3474995,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-09-10
42,43,Believer,Imagine Dragons,3432292,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017-09-10
43,44,The Race,Tay-K,3411432,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX,2017-09-10
44,45,DNA.,Kendrick Lamar,3371905,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-09-10
45,46,Slippery (feat. Gucci Mane),Migos,3358358,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2017-09-10
46,47,I Like Me Better,Lauv,3323565,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-09-10
47,48,Redbone,Childish Gambino,3314105,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-09-10
48,49,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3223665,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH,2017-09-10
49,50,It's A Vibe,2 Chainz,3200213,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2017-09-10
50,51,Praying,Kesha,3180561,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,2017-09-10
51,52,Slow Hands,Niall Horan,3054628,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-09-10
52,53,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3000477,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-09-10
53,54,Sauce It Up,Lil Uzi Vert,2910617,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2017-09-10
54,55,LOVE. FEAT. ZACARI.,Kendrick Lamar,2895153,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-09-10
55,56,Body Like A Back Road,Sam Hunt,2881815,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2017-09-10
56,57,Mask Off,Future,2820178,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,2017-09-10
57,58,There's Nothing Holdin' Me Back,Shawn Mendes,2642437,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-09-10
58,59,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2584376,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,2017-09-10
59,60,Shape of You,Ed Sheeran,2584233,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-09-10
60,61,Perplexing Pegasus,Rae Sremmurd,2558187,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ,2017-09-10
61,62,Relationship (feat. Future),Young Thug,2510019,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2017-09-10
62,63,Revenge,XXXTENTACION,2411066,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,2017-09-10
63,64,OMG,Camila Cabello,2396704,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp,2017-09-10
64,65,Transportin',Kodak Black,2396212,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2017-09-10
65,66,2U (feat. Justin Bieber),David Guetta,2355081,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-09-10
66,67,Fetish (feat. Gucci Mane),Selena Gomez,2325683,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,2017-09-10
67,68,Questions,Chris Brown,2320852,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu,2017-09-10
68,69,That's What I Like,Bruno Mars,2317333,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-09-10
69,70,iSpy (feat. Lil Yachty),KYLE,2291815,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-09-10
70,71,Gucci Gang,Lil Pump,2271494,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4,2017-09-10
71,72,Lonely Together (feat. Rita Ora),Avicii,2256472,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,2017-09-10
72,73,Would You Ever,Skrillex,2248653,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r,2017-09-10
73,74,No Limit,G-Eazy,2205048,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv,2017-09-10
74,75,Craving You,Thomas Rhett,2193251,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ,2017-09-10
75,76,No Complaints,Metro Boomin,2171294,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod,2017-09-10
76,77,do re mi (feat. Gucci Mane),blackbear,2163379,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG,2017-09-10
77,78,X,Lil Uzi Vert,2137137,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH,2017-09-10
78,79,What About Us,P!nk,2099798,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv,2017-09-10
79,80,Slide (feat. Frank Ocean & Migos),Calvin Harris,2096858,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-09-10
80,81,Passionfruit,Drake,2093163,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-09-10
